price,vehicleType,yearOfRegistration,gearbox,kilometer,monthOfRegistration,fuelType,notRepairedDamage
3900,small_car,2008,manual,150000,1,diesel,no
1050,small_car,2001,manual,125000,1,petrol,no
2900,small_car,2003,manual,50000,10,petrol,no
7500,small_car,2010,manual,100000,7,diesel,no
1690,small_car,2000,manual,90000,4,petrol,no
3400,convertible,1999,manual,150000,5,petrol,no
8199,convertible,2008,manual,60000,12,petrol,no
2250,small_car,2004,manual,150000,3,petrol,no
600,small_car,1998,manual,150000,0,petrol,no
9500,coupe,2002,automatic,150000,6,petrol,no
700,coupe,1994,manual,150000,6,petrol,no
5400,convertible,2003,automatic,90000,8,petrol,no
4800,small_car,2006,manual,125000,1,petrol,no
8970,small_car,2013,automatic,30000,10,petrol,no
9999,coupe,2008,automatic,30000,6,petrol,no
500,small_car,1998,manual,150000,10,petrol,no
549,small_car,1994,manual,150000,1,petrol,no
200,small_car,2000,manual,150000,12,petrol,no
2099,small_car,2005,manual,90000,10,petrol,no
2300,small_car,2006,manual,90000,11,petrol,no
8490,convertible,2007,manual,90000,4,petrol,no
6650,small_car,2010,manual,125000,3,diesel,no
7750,small_car,2013,manual,5000,12,petrol,no
1850,coupe,1992,manual,150000,12,petrol,no
1499,small_car,2000,manual,125000,1,petrol,no
1100,small_car,2000,manual,150000,4,petrol,no
230,small_car,1990,manual,150000,12,petrol,yes
2200,small_car,2001,manual,150000,6,petrol,no
4400,coupe,2000,manual,150000,3,petrol,no
2399,small_car,2004,manual,125000,3,petrol,no
850,coupe,1995,manual,150000,11,petrol,no
8900,small_car,2008,manual,50000,5,diesel,no
6499,coupe,1999,manual,150000,8,petrol,no
600,small_car,1998,manual,150000,5,petrol,no
1800,small_car,2001,manual,90000,3,petrol,no
3980,small_car,2006,manual,150000,4,petrol,no
4600,small_car,2006,manual,150000,12,diesel,no
2650,convertible,1994,manual,150000,0,petrol,no
6000,convertible,2007,automatic,125000,8,diesel,no
300,coupe,2000,manual,150000,10,petrol,no
2650,small_car,2002,manual,150000,2,petrol,no
275,small_car,2002,manual,125000,1,petrol,yes
1990,small_car,2003,manual,50000,6,petrol,no
2890,small_car,1999,manual,150000,9,petrol,no
3300,small_car,2009,manual,125000,2,petrol,no
950,small_car,2000,manual,125000,6,petrol,yes
1200,coupe,1995,manual,150000,8,petrol,no
800,small_car,1995,manual,150000,7,petrol,no
850,small_car,1997,automatic,150000,12,petrol,no
4990,small_car,2006,manual,125000,5,petrol,yes
6400,suv,2000,automatic,150000,5,petrol,no
2800,suv,1998,manual,150000,7,petrol,no
4700,convertible,1998,automatic,150000,0,petrol,no
4200,small_car,2008,manual,70000,10,petrol,no
7200,suv,2008,manual,125000,8,diesel,no
2499,small_car,2004,manual,100000,6,petrol,no
4990,small_car,2006,manual,30000,10,petrol,no
5450,small_car,2012,manual,70000,11,petrol,no
4900,suv,2000,automatic,125000,1,petrol,no
1290,small_car,2003,manual,150000,12,petrol,no
1000,small_car,2002,manual,150000,1,petrol,yes
6000,convertible,2002,manual,100000,8,petrol,yes
1500,small_car,1998,manual,90000,5,petrol,yes
9900,suv,2000,automatic,150000,2,petrol,no
4700,small_car,2012,automatic,50000,4,petrol,no
600,small_car,2001,manual,150000,10,petrol,no
2090,small_car,2003,manual,150000,8,petrol,no
200,small_car,1997,manual,5000,1,petrol,yes
500,small_car,2001,manual,150000,12,petrol,yes
1000,small_car,1998,manual,150000,3,petrol,no
1200,small_car,2004,manual,100000,1,petrol,no
1250,small_car,2006,manual,70000,3,petrol,no
120,small_car,2002,manual,40000,3,petrol,yes
6000,small_car,2012,manual,50000,11,petrol,no
8750,small_car,1991,manual,100000,4,petrol,no
3750,small_car,2006,manual,125000,10,petrol,no
1299,small_car,2006,manual,150000,4,petrol,yes
4360,small_car,2008,manual,150000,7,petrol,no
280,small_car,2002,manual,150000,2,petrol,yes
1500,small_car,2002,manual,150000,10,petrol,no
1800,small_car,1999,manual,125000,7,petrol,no
6500,convertible,2005,manual,150000,9,petrol,no
1900,coupe,2001,manual,150000,4,petrol,no
6499,small_car,2013,manual,50000,11,petrol,no
3600,coupe,2000,manual,150000,0,petrol,no
8500,coupe,2003,automatic,100000,3,petrol,no
6500,convertible,1993,manual,150000,3,petrol,no
1999,small_car,2002,manual,150000,5,diesel,no
890,small_car,2001,manual,150000,12,petrol,no
1300,small_car,1994,manual,5000,2,petrol,no
250,small_car,1999,manual,150000,4,petrol,no
2600,convertible,2002,manual,150000,5,petrol,no
2990,small_car,2009,manual,150000,7,petrol,no
1700,small_car,2004,manual,125000,2,petrol,no
4800,small_car,2009,manual,80000,8,petrol,no
4990,small_car,2009,manual,90000,4,petrol,no
8300,convertible,2009,manual,90000,10,diesel,no
5200,small_car,2005,manual,125000,7,petrol,no
1499,small_car,1999,manual,80000,3,petrol,no
700,small_car,1999,manual,150000,9,petrol,no
1300,small_car,1998,manual,150000,12,petrol,no
2100,small_car,2003,manual,125000,7,petrol,no
3750,small_car,2007,manual,50000,4,petrol,no
1000,coupe,1997,manual,150000,9,petrol,no
9990,small_car,2012,manual,90000,5,diesel,no
950,small_car,1997,manual,150000,1,petrol,no
2100,small_car,2001,manual,125000,9,petrol,no
7500,convertible,2003,automatic,150000,6,petrol,no
1700,small_car,2002,manual,150000,3,petrol,yes
500,convertible,1994,manual,150000,10,petrol,no
950,small_car,2000,manual,150000,3,petrol,no
3000,small_car,2006,manual,150000,9,diesel,no
7700,coupe,2005,manual,125000,8,petrol,no
9500,convertible,2006,manual,125000,4,petrol,no
3800,small_car,2008,manual,80000,2,petrol,no
4500,convertible,2008,automatic,100000,3,petrol,no
2999,small_car,2007,manual,50000,10,petrol,no
2600,convertible,2003,manual,150000,8,petrol,no
300,small_car,1995,automatic,150000,10,petrol,yes
5390,small_car,2007,manual,150000,6,diesel,no
500,small_car,2000,manual,150000,12,petrol,yes
400,small_car,2002,manual,150000,12,petrol,no
1999,small_car,2005,manual,125000,8,petrol,no
1100,small_car,2002,manual,150000,4,petrol,no
2550,convertible,2001,automatic,150000,10,petrol,no
9999,small_car,2011,automatic,125000,2,diesel,no
120,small_car,1996,manual,150000,9,petrol,yes
2700,convertible,2000,manual,125000,8,petrol,no
3199,small_car,2004,automatic,100000,1,diesel,no
3900,small_car,2009,manual,125000,5,petrol,no
300,small_car,1998,manual,150000,0,petrol,yes
3799,convertible,1993,manual,150000,1,petrol,no
3000,convertible,2004,manual,80000,12,petrol,no
3499,small_car,2005,manual,70000,2,petrol,no
2199,small_car,2002,manual,150000,11,diesel,no
999,small_car,1999,manual,150000,10,petrol,no
1999,convertible,2003,automatic,150000,8,diesel,no
3800,coupe,2009,automatic,60000,7,petrol,yes
3500,coupe,1995,automatic,100000,9,petrol,no
2000,convertible,2003,manual,150000,3,diesel,yes
1250,convertible,1995,manual,50000,6,petrol,no
6300,convertible,2006,automatic,60000,12,diesel,no
6499,small_car,2009,manual,40000,12,petrol,no
450,coupe,1995,manual,150000,0,petrol,yes
4500,convertible,1992,manual,150000,1,petrol,no
1995,small_car,2006,manual,150000,2,petrol,no
1800,convertible,1998,manual,150000,1,petrol,no
1100,small_car,1997,manual,150000,11,petrol,no
2500,small_car,2005,manual,90000,3,petrol,no
8100,convertible,2007,manual,150000,10,diesel,no
6500,small_car,2011,manual,80000,3,petrol,no
7000,convertible,2001,automatic,150000,2,petrol,no
1000,small_car,2009,manual,125000,7,petrol,yes
900,convertible,1995,manual,150000,12,petrol,no
2900,small_car,2007,manual,150000,3,petrol,no
996,small_car,2000,manual,125000,6,petrol,no
1450,small_car,2004,manual,150000,3,diesel,yes
5999,suv,2007,manual,80000,1,petrol,no
350,small_car,2001,manual,150000,1,petrol,no
2300,convertible,1996,manual,20000,9,petrol,yes
2190,small_car,2006,manual,150000,1,petrol,no
799,small_car,1999,manual,150000,9,petrol,no
1950,small_car,2002,manual,150000,7,petrol,no
2600,small_car,2006,manual,150000,9,petrol,no
2100,small_car,2002,manual,125000,1,petrol,no
3450,suv,2000,automatic,150000,4,petrol,no
3000,small_car,2005,manual,125000,5,petrol,no
6999,suv,2007,automatic,150000,1,petrol,no
490,small_car,1996,automatic,125000,7,petrol,yes
3690,small_car,2004,manual,150000,5,petrol,no
200,small_car,2002,manual,150000,9,petrol,yes
990,small_car,1999,manual,150000,2,petrol,no
980,small_car,2001,manual,150000,4,petrol,no
4950,convertible,2007,manual,80000,8,petrol,no
3850,small_car,2012,manual,50000,9,petrol,no
8390,small_car,2012,manual,50000,4,petrol,no
3600,small_car,2002,manual,150000,0,petrol,no
1100,small_car,2006,manual,150000,4,petrol,yes
1090,small_car,2002,manual,150000,11,petrol,no
2200,small_car,2005,manual,80000,3,petrol,no
8900,coupe,2015,automatic,5000,9,diesel,no
3200,convertible,1991,manual,150000,3,petrol,no
1200,small_car,2002,manual,150000,0,petrol,yes
800,small_car,1996,manual,150000,12,petrol,no
249,small_car,2000,manual,150000,9,petrol,yes
650,small_car,1996,manual,150000,11,petrol,yes
7950,convertible,2006,manual,125000,9,petrol,no
599,coupe,1995,manual,150000,11,petrol,no
7600,convertible,2007,manual,60000,10,petrol,no
750,small_car,1998,manual,125000,10,petrol,yes
4900,convertible,1997,manual,90000,6,petrol,no
8700,small_car,2013,manual,10000,7,petrol,no
8100,small_car,2011,manual,60000,11,petrol,no
1400,coupe,1992,manual,150000,11,petrol,no
1490,small_car,2001,manual,150000,11,petrol,no
799,small_car,1999,manual,150000,6,petrol,no
400,small_car,1999,manual,20000,0,petrol,yes
8599,convertible,2002,manual,70000,8,petrol,no
7500,small_car,2010,manual,50000,6,petrol,no
9000,coupe,2005,manual,90000,4,petrol,yes
1570,convertible,1998,manual,150000,5,petrol,no
9500,suv,2012,manual,125000,9,diesel,no
350,small_car,1997,manual,150000,0,petrol,yes
1250,coupe,1997,manual,150000,4,petrol,no
4800,small_car,2012,manual,30000,9,petrol,yes
750,small_car,1996,manual,150000,6,petrol,no
700,small_car,2001,manual,150000,0,petrol,no
6999,suv,2004,manual,150000,11,diesel,no
2199,small_car,2006,manual,80000,6,petrol,no
2100,coupe,1997,automatic,150000,3,petrol,yes
550,coupe,1998,manual,150000,4,petrol,yes
1090,small_car,1997,manual,150000,10,petrol,no
1250,small_car,1999,manual,150000,0,petrol,no
1250,convertible,2000,manual,150000,6,petrol,no
1200,convertible,1995,manual,150000,4,petrol,no
2600,small_car,2003,manual,150000,2,diesel,no
1500,convertible,1994,manual,150000,5,petrol,no
1300,small_car,2002,manual,70000,3,petrol,no
3000,small_car,2006,manual,90000,6,diesel,no
6200,small_car,2010,manual,30000,9,petrol,no
4999,small_car,2005,manual,100000,7,petrol,no
3500,small_car,2010,manual,100000,2,petrol,yes
1700,small_car,2002,manual,150000,12,diesel,no
950,small_car,2002,manual,125000,9,petrol,no
850,small_car,1994,manual,125000,12,petrol,no
1150,small_car,2000,manual,150000,3,petrol,yes
3850,small_car,2006,manual,100000,12,petrol,no
690,small_car,1994,manual,125000,9,petrol,no
1700,coupe,2003,manual,150000,4,diesel,no
7600,small_car,2011,manual,60000,6,petrol,no
2900,small_car,2005,manual,90000,3,petrol,no
4700,small_car,2004,manual,125000,2,petrol,no
800,small_car,1998,manual,150000,7,petrol,yes
1450,small_car,2003,manual,150000,1,petrol,no
999,small_car,1999,manual,150000,5,petrol,no
900,convertible,1995,manual,150000,6,petrol,no
600,small_car,1997,manual,150000,0,petrol,no
500,small_car,1999,manual,125000,10,petrol,no
4250,small_car,2009,manual,125000,4,petrol,no
4990,convertible,2009,automatic,90000,9,petrol,no
700,small_car,1999,manual,150000,0,petrol,yes
3575,small_car,2005,manual,125000,2,petrol,no
1050,small_car,2000,manual,100000,1,petrol,no
6300,coupe,2000,automatic,150000,10,petrol,no
5250,small_car,2007,manual,150000,10,diesel,no
3500,convertible,1994,automatic,150000,1,petrol,yes
1390,small_car,2001,manual,150000,12,petrol,no
6200,small_car,2011,manual,50000,4,petrol,no
800,convertible,2001,manual,150000,11,petrol,yes
2999,convertible,1996,manual,70000,9,petrol,no
4599,convertible,2003,manual,150000,0,petrol,no
800,small_car,2002,manual,100000,9,petrol,no
850,small_car,1998,manual,150000,12,petrol,no
3600,small_car,2003,manual,125000,2,petrol,no
5500,convertible,1999,manual,150000,5,petrol,no
900,small_car,2000,manual,150000,5,petrol,no
4650,coupe,2007,manual,150000,6,petrol,no
4250,convertible,1999,manual,150000,6,petrol,no
6599,coupe,2007,manual,150000,1,petrol,no
1050,small_car,1998,manual,150000,9,petrol,no
4399,convertible,2000,manual,150000,7,petrol,no
1900,small_car,2001,automatic,100000,6,petrol,no
3600,suv,1991,manual,150000,8,diesel,no
500,small_car,1996,manual,150000,7,petrol,no
7777,small_car,2007,manual,90000,10,petrol,no
6999,suv,2008,automatic,90000,12,petrol,no
9400,convertible,2013,automatic,70000,5,diesel,no
850,small_car,1999,automatic,150000,3,diesel,no
6500,suv,2002,manual,150000,12,diesel,no
3000,convertible,2005,manual,125000,3,petrol,no
3800,small_car,2006,manual,20000,7,petrol,no
699,small_car,1999,manual,150000,11,petrol,yes
750,convertible,1997,manual,150000,7,petrol,no
6499,small_car,2012,manual,20000,6,petrol,no
2250,small_car,2002,manual,150000,10,diesel,no
1499,small_car,1999,manual,125000,8,petrol,no
6750,convertible,2000,manual,60000,8,petrol,no
300,small_car,1999,manual,150000,6,petrol,yes
650,small_car,1997,manual,150000,4,petrol,no
3250,small_car,2004,automatic,125000,11,diesel,no
9760,convertible,2000,automatic,150000,3,petrol,no
1150,small_car,2006,manual,70000,4,petrol,yes
4850,small_car,2009,manual,40000,8,petrol,no
999,small_car,1998,manual,125000,8,petrol,no
5000,suv,2002,manual,150000,2,petrol,no
1800,small_car,2006,manual,150000,8,petrol,no
750,small_car,1995,manual,150000,9,petrol,no
500,coupe,1999,manual,150000,6,petrol,no
4900,small_car,2003,manual,125000,3,petrol,no
650,small_car,1992,manual,150000,3,petrol,yes
3200,convertible,2003,automatic,125000,8,diesel,no
1800,coupe,1995,manual,125000,5,petrol,yes
1849,coupe,1996,manual,150000,10,petrol,no
1000,small_car,2000,manual,150000,2,petrol,no
1790,small_car,2000,manual,125000,6,petrol,no
500,small_car,1999,manual,150000,6,petrol,no
3300,small_car,2009,manual,125000,8,petrol,no
1650,small_car,2003,manual,150000,1,petrol,no
1950,small_car,1998,automatic,150000,5,petrol,no
1300,small_car,1999,automatic,150000,1,diesel,no
900,small_car,1999,manual,100000,1,petrol,no
850,coupe,1995,manual,150000,12,petrol,no
9500,small_car,2013,manual,80000,11,diesel,no
3500,coupe,1995,automatic,150000,8,petrol,no
7800,convertible,2006,manual,150000,12,diesel,no
1000,convertible,2008,manual,150000,6,petrol,yes
5200,convertible,2001,manual,150000,5,petrol,no
4950,small_car,2006,manual,100000,12,diesel,no
160,coupe,1998,manual,150000,0,petrol,no
5780,convertible,1997,automatic,150000,5,petrol,no
5299,convertible,2002,manual,150000,4,petrol,no
6000,small_car,2009,manual,90000,8,petrol,no
899,small_car,2000,manual,150000,7,petrol,no
1100,small_car,2002,manual,150000,3,petrol,no
2800,small_car,2001,manual,150000,6,petrol,no
1200,small_car,1993,manual,125000,2,petrol,no
6800,small_car,2010,manual,125000,3,diesel,no
4250,coupe,2008,automatic,50000,10,petrol,no
7200,convertible,2001,manual,150000,3,petrol,no
3900,small_car,2006,manual,150000,8,petrol,no
4400,suv,2004,manual,100000,4,petrol,no
1000,coupe,1995,manual,150000,9,petrol,no
900,small_car,1997,manual,150000,6,petrol,no
1500,small_car,1998,manual,5000,1,petrol,no
1499,small_car,2003,manual,125000,1,petrol,no
6500,small_car,2014,manual,20000,5,petrol,no
800,small_car,2001,manual,150000,2,petrol,no
5390,small_car,2009,manual,125000,1,petrol,no
650,small_car,1997,manual,150000,9,petrol,yes
1799,small_car,2001,manual,150000,2,petrol,no
9980,suv,2006,manual,100000,7,diesel,no
1100,small_car,2000,manual,125000,12,petrol,no
8490,small_car,2006,manual,150000,2,petrol,no
950,small_car,2002,manual,150000,3,petrol,yes
3800,small_car,2012,manual,50000,12,petrol,yes
4000,small_car,2007,manual,150000,11,diesel,no
400,convertible,1997,manual,150000,7,petrol,no
8600,convertible,2013,automatic,20000,5,petrol,no
1100,small_car,2004,manual,125000,5,petrol,no
500,suv,1991,manual,150000,8,petrol,no
3500,suv,2001,manual,150000,12,diesel,no
555,small_car,1995,manual,150000,9,petrol,no
2990,small_car,2008,manual,80000,1,petrol,no
1200,coupe,1992,manual,150000,10,petrol,yes
5990,convertible,1998,manual,150000,3,petrol,no
4700,small_car,2006,manual,150000,12,diesel,no
1900,suv,2001,manual,150000,10,diesel,yes
2400,convertible,2003,manual,125000,5,petrol,no
500,small_car,1998,manual,150000,7,petrol,no
3000,small_car,2005,automatic,125000,9,petrol,no
2450,small_car,2005,manual,150000,4,petrol,yes
1400,small_car,2004,manual,150000,9,diesel,no
1000,small_car,1993,manual,150000,0,petrol,no
1999,small_car,2004,manual,150000,4,diesel,no
8590,convertible,2011,manual,30000,1,petrol,no
5990,small_car,2012,manual,60000,3,petrol,no
2400,small_car,2004,automatic,150000,3,diesel,no
3590,small_car,2009,manual,20000,2,diesel,no
1850,small_car,2000,manual,60000,3,petrol,no
600,small_car,1996,manual,150000,2,petrol,no
2200,coupe,1998,automatic,150000,9,petrol,no
1500,small_car,2004,manual,5000,4,petrol,no
6200,small_car,2012,manual,70000,8,petrol,no
3500,small_car,2006,manual,125000,6,petrol,no
900,coupe,2000,manual,150000,4,petrol,no
799,small_car,1994,manual,150000,7,petrol,no
890,small_car,2000,manual,100000,6,petrol,no
3100,small_car,2002,manual,150000,11,diesel,no
3100,coupe,2000,manual,150000,1,petrol,no
8900,suv,2009,manual,60000,11,petrol,no
6890,suv,2007,automatic,150000,3,diesel,no
999,small_car,1998,manual,150000,3,petrol,no
1700,small_car,2005,manual,150000,1,petrol,no
750,small_car,1993,manual,70000,2,petrol,no
3500,small_car,2009,manual,150000,5,petrol,yes
1350,small_car,1992,manual,150000,9,petrol,no
1850,small_car,2004,manual,150000,3,petrol,no
500,small_car,2002,manual,40000,0,petrol,yes
800,small_car,1997,manual,150000,9,petrol,no
300,coupe,2002,manual,150000,9,petrol,yes
800,small_car,2001,manual,150000,12,petrol,yes
